query,rule_id,similarity_score,ollama_score
Deploy a Waste Management IoT Sensor with Fan Alerts,r14,0.2896,0.05
Deploy a Waste Management IoT Sensor with Fan Alerts,r15,0.2031,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r16,0.5818,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r17,0.176,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r18,0.2119,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r19,0.363,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r20,0.3483,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r21,0.363,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r22,0.3554,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r23,0.3421,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r24,0.2538,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r25,0.2635,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r26,0.3013,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r27,0.2155,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r28,0.3528,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r29,0.365,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r30,0.3528,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r31,0.3586,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r32,0.3314,0.0
Deploy a Waste Management IoT Sensor with Fan Alerts,r33,0.2838,0.0
Implement a Air Traffic Control Backup System with ARP Checks,r1,0.3074,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r2,0.3465,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r3,0.278,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r4,0.4177,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r5,0.3874,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r6,0.0263,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r7,0.1578,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r8,0.2084,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r9,0.1836,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r10,0.2603,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r11,-0.0757,0.2
Implement a Air Traffic Control Backup System with ARP Checks,r12,0.0318,0.2
Implement a Air Traffic Control Backup System with ARP Checks,r13,0.2535,0.2
Implement a Air Traffic Control Backup System with ARP Checks,r14,0.0063,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r15,0.2101,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r16,0.2522,0.8
Implement a Air Traffic Control Backup System with ARP Checks,r17,0.0758,0.1
Implement a Air Traffic Control Backup System with ARP Checks,r18,0.1798,0.6
Implement a Air Traffic Control Backup System with ARP Checks,r19,0.2285,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r20,0.1804,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r21,0.2285,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r22,0.1706,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r23,0.417,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r24,0.3777,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r25,0.3425,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r26,0.365,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r27,0.2603,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r28,0.4145,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r29,0.3359,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r30,0.4145,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r31,0.3194,0.3
Implement a Air Traffic Control Backup System with ARP Checks,r32,0.3535,0.05
Implement a Air Traffic Control Backup System with ARP Checks,r33,0.4774,0.05
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r1,0.3349,0.05
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r2,0.3703,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r3,0.3544,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r4,0.3812,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r5,0.3648,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r6,0.2275,0.05
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r7,0.3539,0.2
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r8,0.3605,0.2
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r9,0.2809,0.2
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r10,0.3271,0.2
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r11,0.3006,0.7
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r12,0.2794,0.8
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r13,0.4067,0.7
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r14,0.3028,0.05
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r15,0.2856,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r16,0.4831,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r17,0.4607,0.1
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r18,0.5193,0.8
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r19,0.5309,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r20,0.5173,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r21,0.5309,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r22,0.4937,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r23,0.5121,0.5
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r24,0.4586,0.5
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r25,0.471,0.5
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r26,0.4075,0.5
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r27,0.4325,0.5
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r28,0.4792,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r29,0.4699,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r30,0.4792,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r31,0.4477,0.9
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r32,0.3262,0.4
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r33,0.4094,0.5
Setup a Railway Signaling System with CPU Stability,r1,0.2791,0.0
Setup a Railway Signaling System with CPU Stability,r2,0.306,0.3
Setup a Railway Signaling System with CPU Stability,r3,0.3172,0.6
Setup a Railway Signaling System with CPU Stability,r4,0.3675,0.3
Setup a Railway Signaling System with CPU Stability,r5,0.3883,0.6
Setup a Railway Signaling System with CPU Stability,r6,0.0427,0.0
Setup a Railway Signaling System with CPU Stability,r7,0.3389,0.8
Setup a Railway Signaling System with CPU Stability,r8,0.292,0.9
Setup a Railway Signaling System with CPU Stability,r9,0.3134,0.8
Setup a Railway Signaling System with CPU Stability,r10,0.3253,0.9
Setup a Railway Signaling System with CPU Stability,r11,0.1657,0.0
Setup a Railway Signaling System with CPU Stability,r12,0.0959,0.0
Setup a Railway Signaling System with CPU Stability,r13,0.359,0.0
Setup a Railway Signaling System with CPU Stability,r14,0.1467,0.5
Setup a Railway Signaling System with CPU Stability,r15,0.3189,0.0
Setup a Railway Signaling System with CPU Stability,r16,0.3838,0.0
Setup a Railway Signaling System with CPU Stability,r17,0.132,0.0
Setup a Railway Signaling System with CPU Stability,r18,0.3436,0.0
Setup a Railway Signaling System with CPU Stability,r19,0.3111,0.0
Setup a Railway Signaling System with CPU Stability,r20,0.2483,0.0
Setup a Railway Signaling System with CPU Stability,r21,0.3111,0.0
Setup a Railway Signaling System with CPU Stability,r22,0.213,0.0
Setup a Railway Signaling System with CPU Stability,r23,0.3477,0.0
Setup a Railway Signaling System with CPU Stability,r24,0.3488,0.0
Setup a Railway Signaling System with CPU Stability,r25,0.3707,0.0
Setup a Railway Signaling System with CPU Stability,r26,0.3543,0.0
Setup a Railway Signaling System with CPU Stability,r27,0.3331,0.0
Setup a Railway Signaling System with CPU Stability,r28,0.3525,0.0
Setup a Railway Signaling System with CPU Stability,r29,0.3299,0.0
Setup a Railway Signaling System with CPU Stability,r30,0.3525,0.0
Setup a Railway Signaling System with CPU Stability,r31,0.273,0.0
Setup a Railway Signaling System with CPU Stability,r32,0.3014,0.3
Setup a Railway Signaling System with CPU Stability,r33,0.4127,0.0
Create a Augmented Reality Classroom with SSH Access,r1,0.3045,0.05
Create a Augmented Reality Classroom with SSH Access,r2,0.2882,0.1
Create a Augmented Reality Classroom with SSH Access,r3,0.2225,0.1
Create a Augmented Reality Classroom with SSH Access,r4,0.4357,0.1
Create a Augmented Reality Classroom with SSH Access,r5,0.4327,0.1
Create a Augmented Reality Classroom with SSH Access,r6,0.0753,0.0
Create a Augmented Reality Classroom with SSH Access,r7,0.2897,0.0
Create a Augmented Reality Classroom with SSH Access,r8,0.2186,0.0
Create a Augmented Reality Classroom with SSH Access,r9,0.4126,0.0
Create a Augmented Reality Classroom with SSH Access,r10,0.3875,0.0
Create a Augmented Reality Classroom with SSH Access,r11,0.0629,0.0
Create a Augmented Reality Classroom with SSH Access,r12,0.0335,0.0
Create a Augmented Reality Classroom with SSH Access,r13,0.1472,0.0
Create a Augmented Reality Classroom with SSH Access,r14,0.1764,0.0
Create a Augmented Reality Classroom with SSH Access,r15,0.7459,0.7
Create a Augmented Reality Classroom with SSH Access,r16,0.2241,0.0
Create a Augmented Reality Classroom with SSH Access,r17,0.205,0.0
Create a Augmented Reality Classroom with SSH Access,r18,0.245,0.0
Create a Augmented Reality Classroom with SSH Access,r19,0.2707,0.0
Create a Augmented Reality Classroom with SSH Access,r20,0.1836,0.0
Create a Augmented Reality Classroom with SSH Access,r21,0.2707,0.0
Create a Augmented Reality Classroom with SSH Access,r22,0.1942,0.0
Create a Augmented Reality Classroom with SSH Access,r23,0.2436,0.0
Create a Augmented Reality Classroom with SSH Access,r24,0.3341,0.0
Create a Augmented Reality Classroom with SSH Access,r25,0.3159,0.0
Create a Augmented Reality Classroom with SSH Access,r26,0.3704,0.0
Create a Augmented Reality Classroom with SSH Access,r27,0.289,0.0
Create a Augmented Reality Classroom with SSH Access,r28,0.3367,0.0
Create a Augmented Reality Classroom with SSH Access,r29,0.2686,0.0
Create a Augmented Reality Classroom with SSH Access,r30,0.3367,0.0
Create a Augmented Reality Classroom with SSH Access,r31,0.2638,0.0
Create a Augmented Reality Classroom with SSH Access,r32,0.2641,0.0
Create a Augmented Reality Classroom with SSH Access,r33,0.3396,0.0
Provision a Wind Turbine Monitoring Node with Thermal Controls,r1,0.1944,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r2,0.1801,0.6
Provision a Wind Turbine Monitoring Node with Thermal Controls,r3,0.1572,0.8
Provision a Wind Turbine Monitoring Node with Thermal Controls,r4,0.3081,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r5,0.2637,0.6
Provision a Wind Turbine Monitoring Node with Thermal Controls,r6,0.0731,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r7,0.1919,0.5
Provision a Wind Turbine Monitoring Node with Thermal Controls,r8,0.2065,0.7
Provision a Wind Turbine Monitoring Node with Thermal Controls,r9,0.2152,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r10,0.2539,0.5
Provision a Wind Turbine Monitoring Node with Thermal Controls,r11,0.208,0.9
Provision a Wind Turbine Monitoring Node with Thermal Controls,r12,0.2546,0.0
Provision a Wind Turbine Monitoring Node with Thermal Controls,r13,0.3457,0.8
Provision a Wind Turbine Monitoring Node with Thermal Controls,r14,0.0954,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r15,0.1748,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r16,0.1837,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r17,0.1705,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r18,0.2228,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r19,0.1728,0.3
Provision a Wind Turbine Monitoring Node with Thermal Controls,r20,0.1696,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r21,0.1728,0.3
Provision a Wind Turbine Monitoring Node with Thermal Controls,r22,0.1382,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r23,0.2717,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r24,0.2716,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r25,0.245,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r26,0.2256,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r27,0.2274,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r28,0.2478,0.3
Provision a Wind Turbine Monitoring Node with Thermal Controls,r29,0.238,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r30,0.2478,0.3
Provision a Wind Turbine Monitoring Node with Thermal Controls,r31,0.2111,0.2
Provision a Wind Turbine Monitoring Node with Thermal Controls,r32,0.1282,0.1
Provision a Wind Turbine Monitoring Node with Thermal Controls,r33,0.1921,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r1,0.1986,0.05
Deploy a Underwater Data Acoustic Link with Buffer Protection,r2,0.2513,0.3
Deploy a Underwater Data Acoustic Link with Buffer Protection,r3,0.2762,0.4
Deploy a Underwater Data Acoustic Link with Buffer Protection,r4,0.3109,0.3
Deploy a Underwater Data Acoustic Link with Buffer Protection,r5,0.3275,0.4
Deploy a Underwater Data Acoustic Link with Buffer Protection,r6,0.0149,0.05
Deploy a Underwater Data Acoustic Link with Buffer Protection,r7,0.1472,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r8,0.2275,0.2
Deploy a Underwater Data Acoustic Link with Buffer Protection,r9,0.1297,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r10,0.248,0.2
Deploy a Underwater Data Acoustic Link with Buffer Protection,r11,0.1632,0.05
Deploy a Underwater Data Acoustic Link with Buffer Protection,r12,0.1564,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r13,0.1841,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r14,0.1272,0.05
Deploy a Underwater Data Acoustic Link with Buffer Protection,r15,0.2903,0.05
Deploy a Underwater Data Acoustic Link with Buffer Protection,r16,0.3421,0.7
Deploy a Underwater Data Acoustic Link with Buffer Protection,r17,0.1756,0.1
Deploy a Underwater Data Acoustic Link with Buffer Protection,r18,0.2269,0.7
Deploy a Underwater Data Acoustic Link with Buffer Protection,r19,0.1946,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r20,0.278,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r21,0.1946,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r22,0.2753,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r23,0.3908,0.8
Deploy a Underwater Data Acoustic Link with Buffer Protection,r24,0.3563,0.8
Deploy a Underwater Data Acoustic Link with Buffer Protection,r25,0.355,0.8
Deploy a Underwater Data Acoustic Link with Buffer Protection,r26,0.3504,0.7
Deploy a Underwater Data Acoustic Link with Buffer Protection,r27,0.277,0.7
Deploy a Underwater Data Acoustic Link with Buffer Protection,r28,0.3142,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r29,0.3589,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r30,0.3142,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r31,0.3637,0.6
Deploy a Underwater Data Acoustic Link with Buffer Protection,r32,0.2971,0.9
Deploy a Underwater Data Acoustic Link with Buffer Protection,r33,0.3783,0.8
Build a Lunar Rover Communication Hub with DPDK Optimizations,r1,0.1455,0.05
Build a Lunar Rover Communication Hub with DPDK Optimizations,r2,0.2184,0.1
Build a Lunar Rover Communication Hub with DPDK Optimizations,r3,0.1261,0.1
Build a Lunar Rover Communication Hub with DPDK Optimizations,r4,0.3308,0.1
Build a Lunar Rover Communication Hub with DPDK Optimizations,r5,0.2654,0.1
Build a Lunar Rover Communication Hub with DPDK Optimizations,r6,0.0509,0.05
Build a Lunar Rover Communication Hub with DPDK Optimizations,r7,0.1681,0.2
Build a Lunar Rover Communication Hub with DPDK Optimizations,r8,0.1384,0.2
Build a Lunar Rover Communication Hub with DPDK Optimizations,r9,0.2492,0.2
